Product Name,Manufacturer,Color,Brand,Order Date,Fiscal Month Of Year Name,Sales Quantity,Sales Amount,Customer Count,Delivered Quantity
Contoso Lens Cap Keeper E314 Silver,"Contoso, Ltd",Silver,Contoso,2008-01-26 00:00:00,Jan,4,28,1,
Contoso Lens Cap Keeper E314 Silver,"Contoso, Ltd",Silver,Contoso,2008-06-18 00:00:00,Jun,7,49,1,7
Contoso Lens Cap Keeper E314 White,"Contoso, Ltd",White,Contoso,2007-04-28 00:00:00,Apr,1,7,1,
Contoso Lens Cap Keeper E314 White,"Contoso, Ltd",White,Contoso,2007-04-28 00:00:00,May,,,,1
Contoso Lens Cap Keeper E314 White,"Contoso, Ltd",White,Contoso,2009-01-10 00:00:00,Jan,14,97,1,14
Contoso Lens Cap Keeper E314 Yellow,"Contoso, Ltd",Yellow,Contoso,2008-02-16 00:00:00,Feb,7,49,1,7
Contoso Lifestyles Series - Big Button Cordless phone M800 Black,"Contoso, Ltd",Black,Contoso,2008-03-20 00:00:00,Mar,11,253,1,11
Contoso Lifestyles Series - Big Button Cordless phone M800 Black,"Contoso, Ltd",Black,Contoso,2008-11-27 00:00:00,Nov,11,253,1,
Contoso Lifestyles Series - Big Button Cordless phone M800 Black,"Contoso, Ltd",Black,Contoso,2008-11-27 00:00:00,Dec,,,,11
Contoso Lifestyles Series - Big Button Cordless phone M800 White,"Contoso, Ltd",White,Contoso,2007-05-17 00:00:00,May,5,115,1,5
Contoso Lifestyles Series - Big Button Cordless phone M800 White,"Contoso, Ltd",White,Contoso,2008-01-18 00:00:00,Jan,11,253,1,11
Contoso Microwave 0.8CuFt E0080 Grey,"Contoso, Ltd",Grey,Contoso,2007-12-24 00:00:00,Dec,6,570,1,2
Contoso Microwave 0.8CuFt E0080 Grey,"Contoso, Ltd",Grey,Contoso,2007-12-24 00:00:00,Jan,,,,4
Contoso Microwave 0.8CuFt E0080 Grey,"Contoso, Ltd",Grey,Contoso,2008-10-04 00:00:00,Oct,12,1140,1,12
Contoso Microwave 0.8CuFt E0080 Red,"Contoso, Ltd",Red,Contoso,2007-03-28 00:00:00,Mar,3,285,1,
Contoso Microwave 0.8CuFt E0080 Red,"Contoso, Ltd",Red,Contoso,2007-03-28 00:00:00,Apr,,,,3
Contoso Microwave 0.8CuFt E0080 Silver,"Contoso, Ltd",Silver,Contoso,2007-04-17 00:00:00,Apr,5,475,1,5
Contoso Microwave 0.8CuFt E0080 Silver,"Contoso, Ltd",Silver,Contoso,2008-03-12 00:00:00,Mar,14,1330,1,14
Contoso Microwave 0.9CuFt E0090 Black,"Contoso, Ltd",Black,Contoso,2007-10-31 00:00:00,Oct,1,100,1,
Contoso Microwave 0.9CuFt E0090 Black,"Contoso, Ltd",Black,Contoso,2007-10-31 00:00:00,Nov,,,,1
Contoso Microwave 0.9CuFt E0090 Red,"Contoso, Ltd",Red,Contoso,2009-02-20 00:00:00,Feb,14,1400,1,10
Contoso Microwave 0.9CuFt E0090 Red,"Contoso, Ltd",Red,Contoso,2009-02-20 00:00:00,Mar,,,,4
Contoso Microwave 0.9CuFt E0090 Silver,"Contoso, Ltd",Silver,Contoso,2008-12-16 00:00:00,Dec,13,1300,1,13
Contoso Microwave 0.9CuFt E0090 Silver,"Contoso, Ltd",Silver,Contoso,2009-04-18 00:00:00,Apr,13,1300,1,13
Contoso Microwave 0.9CuFt E0090 White,"Contoso, Ltd",White,Contoso,2008-05-03 00:00:00,May,10,1000,1,10
Contoso Microwave 0.9CuFt E0090 White,"Contoso, Ltd",White,Contoso,2008-11-10 00:00:00,Nov,12,1200,1,12
Contoso Microwave 0.9CuFt E0090 White,"Contoso, Ltd",White,Contoso,2009-03-24 00:00:00,Mar,1,100,1,
Contoso Microwave 0.9CuFt E0090 White,"Contoso, Ltd",White,Contoso,2009-03-24 00:00:00,Apr,,,,1
Contoso Microwave 1.0CuFt E0110 Black,"Contoso, Ltd",Black,Contoso,2008-08-24 00:00:00,Aug,10,1400,1,4
Contoso Microwave 1.0CuFt E0110 Black,"Contoso, Ltd",Black,Contoso,2008-08-24 00:00:00,Sep,,,,6
Contoso Microwave 1.0CuFt E0110 Black,"Contoso, Ltd",Black,Contoso,2009-04-30 00:00:00,Apr,8,1120,1,
Contoso Microwave 1.0CuFt E0110 Black,"Contoso, Ltd",Black,Contoso,2009-04-30 00:00:00,May,,,,8
Contoso Microwave 1.0CuFt E0110 Grey,"Contoso, Ltd",Grey,Contoso,2008-03-21 00:00:00,Mar,3,420,1,2
Contoso Microwave 1.0CuFt E0110 Grey,"Contoso, Ltd",Grey,Contoso,2008-03-21 00:00:00,Apr,,,,1
Contoso Microwave 1.0CuFt E0110 Grey,"Contoso, Ltd",Grey,Contoso,2009-05-31 00:00:00,May,3,420,1,
Contoso Microwave 1.0CuFt E0110 Grey,"Contoso, Ltd",Grey,Contoso,2009-05-31 00:00:00,Jun,,,,3
Contoso Microwave 1.0CuFt E0110 Red,"Contoso, Ltd",Red,Contoso,2007-04-17 00:00:00,Apr,10,1400,7,10
Contoso Microwave 1.0CuFt E0110 Red,"Contoso, Ltd",Red,Contoso,2008-04-11 00:00:00,Apr,3,420,1,3
Contoso Microwave 1.0CuFt E0110 Red,"Contoso, Ltd",Red,Contoso,2008-09-15 00:00:00,Sep,4,560,1,4
Contoso Microwave 1.0CuFt E0110 Silver,"Contoso, Ltd",Silver,Contoso,2007-10-23 00:00:00,Oct,7,980,1,3
Contoso Microwave 1.0CuFt E0110 Silver,"Contoso, Ltd",Silver,Contoso,2007-10-23 00:00:00,Nov,,,,4
Contoso Microwave 1.5CuFt X0110 Silver,"Contoso, Ltd",Silver,Contoso,2009-03-23 00:00:00,Mar,6,3996,1,4
Contoso Microwave 1.5CuFt X0110 Silver,"Contoso, Ltd",Silver,Contoso,2009-03-23 00:00:00,Apr,,,,2
Contoso Microwave 1.6CuFt M0125 Black,"Contoso, Ltd",Black,Contoso,2007-12-16 00:00:00,Dec,5,900,1,5
Contoso Microwave 1.6CuFt M0125 Black,"Contoso, Ltd",Black,Contoso,2008-03-10 00:00:00,Mar,9,1620,1,9
Contoso Microwave 1.6CuFt M0125 Red,"Contoso, Ltd",Red,Contoso,2008-02-10 00:00:00,Feb,7,1260,1,7
Contoso Microwave 1.6CuFt M0125 Red,"Contoso, Ltd",Red,Contoso,2008-03-17 00:00:00,Mar,7,1260,1,7
Contoso Microwave 1.6CuFt M0125 Silver,"Contoso, Ltd",Silver,Contoso,2007-02-06 00:00:00,Feb,2,360,1,2
Contoso Microwave 1.6CuFt M0125 White,"Contoso, Ltd",White,Contoso,2007-10-27 00:00:00,Oct,15,2700,1,
Contoso Microwave 1.6CuFt M0125 White,"Contoso, Ltd",White,Contoso,2007-10-27 00:00:00,Nov,,,,15
Contoso Microwave 2.2CuFt M0125 Silver,"Contoso, Ltd",Silver,Contoso,2008-01-21 00:00:00,Feb,,,,1
Contoso Microwave 2.2CuFt M0125 Silver,"Contoso, Ltd",Silver,Contoso,2008-01-21 00:00:00,Jan,13,2600,1,12
Contoso Microwave 2.2CuFt M0125 Silver,"Contoso, Ltd",Silver,Contoso,2008-12-03 00:00:00,Dec,9,1800,1,9
Contoso Microwave 2.2CuFt M0125 White,"Contoso, Ltd",White,Contoso,2008-09-18 00:00:00,Sep,3,600,1,3
Contoso Microwave 2.2CuFt M0125 White,"Contoso, Ltd",White,Contoso,2008-09-24 00:00:00,Sep,13,2600,1,1
Contoso Microwave 2.2CuFt M0125 White,"Contoso, Ltd",White,Contoso,2008-09-24 00:00:00,Oct,,,,12
Contoso Mini Battery Charger Kit E320 Red,"Contoso, Ltd",Red,Contoso,2009-01-07 00:00:00,Jan,14,350,1,14
Contoso Mini Battery Charger Kit E320 White,"Contoso, Ltd",White,Contoso,2007-12-10 00:00:00,Dec,6,150,1,6
Contoso Mini Battery Charger Kit E320 White,"Contoso, Ltd",White,Contoso,2009-08-31 00:00:00,Aug,12,300,1,
Contoso Mini Battery Charger Kit E320 White,"Contoso, Ltd",White,Contoso,2009-08-31 00:00:00,Sep,,,,12
Contoso Multi-line phones M30 Grey,"Contoso, Ltd",Grey,Contoso,2007-05-24 00:00:00,May,13,299,1,6
Contoso Multi-line phones M30 Grey,"Contoso, Ltd",Grey,Contoso,2007-05-24 00:00:00,Jun,,,,7
Contoso Multimedia Speakers M25 Black,"Contoso, Ltd",Black,Contoso,2009-07-08 00:00:00,Jul,13,1677,1,13
Contoso Multi-Use Terminal Cable E308 Black,"Contoso, Ltd",Black,Contoso,2007-04-18 00:00:00,Apr,6,222,1,6
Contoso Multi-Use Terminal Cable E308 Black,"Contoso, Ltd",Black,Contoso,2009-04-16 00:00:00,Apr,15,555,1,15
Contoso Notebook Peripheral Kit M69 Black,"Contoso, Ltd",Black,Contoso,2008-07-20 00:00:00,Jul,14,231,1,14
Contoso Notebook Peripheral Kit M69 Grey,"Contoso, Ltd",Grey,Contoso,2007-05-05 00:00:00,May,8,132,5,8
Contoso Optical USB Mouse M45 Black,"Contoso, Ltd",Black,Contoso,2007-09-25 00:00:00,Sep,10,510,1,
Contoso Optical USB Mouse M45 Black,"Contoso, Ltd",Black,Contoso,2007-09-25 00:00:00,Oct,,,,10
Contoso Optical USB Mouse M45 Grey,"Contoso, Ltd",Grey,Contoso,2009-08-06 00:00:00,Aug,6,306,1,6
Contoso Optical USB Mouse M45 White,"Contoso, Ltd",White,Contoso,2007-01-10 00:00:00,Jan,8,408,5,8
Contoso Optical USB Mouse M45 White,"Contoso, Ltd",White,Contoso,2007-01-22 00:00:00,Feb,,,,4
Contoso Optical USB Mouse M45 White,"Contoso, Ltd",White,Contoso,2007-01-22 00:00:00,Jan,5,255,5,1
Contoso Optical USB Mouse M45 White,"Contoso, Ltd",White,Contoso,2007-02-04 00:00:00,Feb,5,255,5,5
Contoso Optical USB Mouse M45 White,"Contoso, Ltd",White,Contoso,2007-02-17 00:00:00,Feb,5,255,5,5
Contoso Optical USB Mouse M45 White,"Contoso, Ltd",White,Contoso,2007-03-03 00:00:00,Mar,7,357,5,7
Contoso Optical USB Mouse M45 White,"Contoso, Ltd",White,Contoso,2007-03-19 00:00:00,Mar,8,408,5,8
Contoso Optical USB Mouse M45 White,"Contoso, Ltd",White,Contoso,2007-04-04 00:00:00,Apr,9,459,5,9
Contoso Optical USB Mouse M45 White,"Contoso, Ltd",White,Contoso,2007-04-20 00:00:00,Apr,5,255,5,2
Contoso Optical USB Mouse M45 White,"Contoso, Ltd",White,Contoso,2007-04-20 00:00:00,May,,,,3
Contoso Optical USB Mouse M45 White,"Contoso, Ltd",White,Contoso,2007-05-07 00:00:00,May,5,255,5,5
Contoso Optical USB Mouse M45 White,"Contoso, Ltd",White,Contoso,2007-05-27 00:00:00,May,8,408,5,
Contoso Optical USB Mouse M45 White,"Contoso, Ltd",White,Contoso,2007-05-27 00:00:00,Jun,,,,8
Contoso Optical USB Mouse M45 White,"Contoso, Ltd",White,Contoso,2007-06-19 00:00:00,Jun,8,408,5,8
Contoso Optical USB Mouse M45 White,"Contoso, Ltd",White,Contoso,2007-07-11 00:00:00,Jul,6,306,4,6
Contoso Optical USB Mouse M45 White,"Contoso, Ltd",White,Contoso,2007-07-12 00:00:00,Jul,1,51,1,1
Contoso Optical USB Mouse M45 White,"Contoso, Ltd",White,Contoso,2007-08-04 00:00:00,Aug,6,306,5,6
Contoso Optical USB Mouse M45 White,"Contoso, Ltd",White,Contoso,2007-08-31 00:00:00,Aug,10,510,5,
Contoso Optical USB Mouse M45 White,"Contoso, Ltd",White,Contoso,2007-08-31 00:00:00,Sep,,,,10
Contoso Optical USB Mouse M45 White,"Contoso, Ltd",White,Contoso,2007-09-27 00:00:00,Sep,9,459,5,
Contoso Optical USB Mouse M45 White,"Contoso, Ltd",White,Contoso,2007-09-27 00:00:00,Oct,,,,9
Contoso Optical USB Mouse M45 White,"Contoso, Ltd",White,Contoso,2007-10-31 00:00:00,Oct,8,408,5,
Contoso Optical USB Mouse M45 White,"Contoso, Ltd",White,Contoso,2007-10-31 00:00:00,Nov,,,,8
Contoso Optical USB Mouse M45 White,"Contoso, Ltd",White,Contoso,2007-11-28 00:00:00,Nov,5,255,5,
Contoso Optical USB Mouse M45 White,"Contoso, Ltd",White,Contoso,2007-11-28 00:00:00,Dec,,,,5
Contoso Optical USB Mouse M45 White,"Contoso, Ltd",White,Contoso,2007-12-27 00:00:00,Dec,8,408,5,
Contoso Optical USB Mouse M45 White,"Contoso, Ltd",White,Contoso,2007-12-27 00:00:00,Jan,,,,8
Contoso Optical USB Mouse M45 White,"Contoso, Ltd",White,Contoso,2009-12-28 00:00:00,,5,255,1,5
Contoso Optical Wheel OEM PS/2 Mouse E60 Grey,"Contoso, Ltd",Grey,Contoso,2009-05-20 00:00:00,May,14,182,1,14
Contoso Optical Wheel OEM PS/2 Mouse E60 White,"Contoso, Ltd",White,Contoso,2007-04-01 00:00:00,Apr,1,13,1,1
Contoso Original K1m Li-Ion Standard Battery E170 Black,"Contoso, Ltd",Black,Contoso,2007-05-26 00:00:00,May,14,57,1,
Contoso Original K1m Li-Ion Standard Battery E170 Black,"Contoso, Ltd",Black,Contoso,2007-05-26 00:00:00,Jun,,,,14
Contoso Original K1m Li-Ion Standard Battery E170 Black,"Contoso, Ltd",Black,Contoso,2007-11-14 00:00:00,Nov,3,12,1,3
Contoso Original K1m Li-Ion Standard Battery E170 Black,"Contoso, Ltd",Black,Contoso,2008-10-29 00:00:00,Oct,15,61,1,
Contoso Original K1m Li-Ion Standard Battery E170 Black,"Contoso, Ltd",Black,Contoso,2008-10-29 00:00:00,Nov,,,,15
Contoso Original K1m Li-Ion Standard Battery E170 Black,"Contoso, Ltd",Black,Contoso,2008-12-17 00:00:00,Dec,15,61,1,15
Contoso Original K1m Li-Ion Standard Battery E170 Black,"Contoso, Ltd",Black,Contoso,2009-03-03 00:00:00,Mar,13,53,1,13
Contoso Original K1m Li-Ion Standard Battery E170 Black,"Contoso, Ltd",Black,Contoso,2009-03-04 00:00:00,Mar,14,57,1,14
Contoso Original K1m Li-Ion Standard Battery E170 Black,"Contoso, Ltd",Black,Contoso,2009-04-08 00:00:00,Apr,13,53,1,13
Contoso Original K1m Li-Ion Standard Battery E170 Black,"Contoso, Ltd",Black,Contoso,2009-04-23 00:00:00,Apr,15,61,1,9
Contoso Original K1m Li-Ion Standard Battery E170 Black,"Contoso, Ltd",Black,Contoso,2009-04-23 00:00:00,May,,,,6
Contoso Original K1m Li-Ion Standard Battery E170 Black,"Contoso, Ltd",Black,Contoso,2009-12-06 00:00:00,Dec,13,53,1,13
Contoso Original K1m Li-Ion Standard Battery E170 Silver,"Contoso, Ltd",Silver,Contoso,2007-10-10 00:00:00,Oct,3,12,1,3
Contoso Original K1m Li-Ion Standard Battery E170 Silver,"Contoso, Ltd",Silver,Contoso,2008-05-23 00:00:00,May,14,57,1,8
Contoso Original K1m Li-Ion Standard Battery E170 Silver,"Contoso, Ltd",Silver,Contoso,2008-05-23 00:00:00,Jun,,,,6
Contoso Original K1m Li-Ion Standard Battery E170 Silver,"Contoso, Ltd",Silver,Contoso,2008-08-29 00:00:00,Aug,13,53,1,
Contoso Original K1m Li-Ion Standard Battery E170 Silver,"Contoso, Ltd",Silver,Contoso,2008-08-29 00:00:00,Sep,,,,13
Contoso Original K1m Li-Ion Standard Battery E170 Silver,"Contoso, Ltd",Silver,Contoso,2009-03-17 00:00:00,Mar,2,8,1,2
Contoso Original K1m Li-Ion Standard Battery E170 Silver,"Contoso, Ltd",Silver,Contoso,2009-05-31 00:00:00,May,10,41,1,
Contoso Original K1m Li-Ion Standard Battery E170 Silver,"Contoso, Ltd",Silver,Contoso,2009-05-31 00:00:00,Jun,,,,10
Contoso Original K1m Li-Ion Standard Battery E170 Silver,"Contoso, Ltd",Silver,Contoso,2009-11-17 00:00:00,Nov,14,57,1,14
Contoso Original K1m Li-Ion Standard Battery E170 Silver,"Contoso, Ltd",Silver,Contoso,2009-12-20 00:00:00,,13,53,1,13
Contoso Original K1m Li-Ion Standard Battery E170 White,"Contoso, Ltd",White,Contoso,2007-08-30 00:00:00,Aug,15,61,1,
Contoso Original K1m Li-Ion Standard Battery E170 White,"Contoso, Ltd",White,Contoso,2007-08-30 00:00:00,Sep,,,,15
Contoso Original K1m Li-Ion Standard Battery E170 White,"Contoso, Ltd",White,Contoso,2007-10-14 00:00:00,Oct,14,57,1,14
Contoso Original K1m Li-Ion Standard Battery E170 White,"Contoso, Ltd",White,Contoso,2008-01-31 00:00:00,Feb,,,,13
Contoso Original K1m Li-Ion Standard Battery E170 White,"Contoso, Ltd",White,Contoso,2008-01-31 00:00:00,Jan,13,53,1,
Contoso Original K1m Li-Ion Standard Battery E170 White,"Contoso, Ltd",White,Contoso,2008-07-05 00:00:00,Jul,15,61,1,15
Contoso Original K1m Li-Ion Standard Battery E170 White,"Contoso, Ltd",White,Contoso,2009-03-29 00:00:00,Mar,13,53,1,
Contoso Original K1m Li-Ion Standard Battery E170 White,"Contoso, Ltd",White,Contoso,2009-03-29 00:00:00,Apr,,,,13
Contoso Original K1m Li-Ion Standard Battery E170 White,"Contoso, Ltd",White,Contoso,2009-04-09 00:00:00,Apr,15,61,1,15
Contoso Original K1m Li-Ion Standard Battery E170 White,"Contoso, Ltd",White,Contoso,2009-08-22 00:00:00,Aug,14,57,1,12
Contoso Original K1m Li-Ion Standard Battery E170 White,"Contoso, Ltd",White,Contoso,2009-08-22 00:00:00,Sep,,,,2
Contoso Pen Touch Screen Phones M320 Black,"Contoso, Ltd",Black,Contoso,2007-12-07 00:00:00,Dec,7,2030,1,7
Contoso Pen Touch Screen Phones M320 Black,"Contoso, Ltd",Black,Contoso,2008-02-22 00:00:00,Feb,2,580,1,1
Contoso Pen Touch Screen Phones M320 Black,"Contoso, Ltd",Black,Contoso,2008-02-22 00:00:00,Mar,,,,1
Contoso Pen Touch Screen Phones M320 Black,"Contoso, Ltd",Black,Contoso,2009-05-01 00:00:00,May,7,2030,1,7
Contoso Phone for MSN E200 White,"Contoso, Ltd",White,Contoso,2008-10-06 00:00:00,Oct,7,112,1,7
Contoso Phone System Accessory Handset with Charger M308 Grey,"Contoso, Ltd",Grey,Contoso,2008-01-29 00:00:00,Feb,,,,1
Contoso Phone System Accessory Handset with Charger M308 Grey,"Contoso, Ltd",Grey,Contoso,2008-01-29 00:00:00,Jan,1,27,1,
Contoso Phone Tough Skin Case E140 Black,"Contoso, Ltd",Black,Contoso,2009-08-02 00:00:00,Aug,14,332,1,14
Contoso Phone Tough Skin Case E140 Black,"Contoso, Ltd",Black,Contoso,2009-09-01 00:00:00,Sep,13,308,1,13
Contoso Phone Tough Skin Case E140 Black,"Contoso, Ltd",Black,Contoso,2009-09-12 00:00:00,Sep,15,356,1,15
Contoso Phone Tough Skin Case E140 Pink,"Contoso, Ltd",Pink,Contoso,2009-05-13 00:00:00,May,13,308,1,13
Contoso Phone Tough Skin Case E140 Pink,"Contoso, Ltd",Pink,Contoso,2009-06-15 00:00:00,Jun,14,332,1,14
Contoso Phone Tough Skin Case E140 Pink,"Contoso, Ltd",Pink,Contoso,2009-07-29 00:00:00,Jul,14,332,1,
Contoso Phone Tough Skin Case E140 Pink,"Contoso, Ltd",Pink,Contoso,2009-07-29 00:00:00,Aug,,,,14
Contoso Phone Tough Skin Case E140 Pink,"Contoso, Ltd",Pink,Contoso,2009-08-09 00:00:00,Aug,13,308,1,13
Contoso Phone Tough Skin Case E140 Pink,"Contoso, Ltd",Pink,Contoso,2009-12-19 00:00:00,,15,356,1,15
Contoso Phone Tough Skin Case E140 Silver,"Contoso, Ltd",Silver,Contoso,2009-06-07 00:00:00,Jun,14,332,1,14
Contoso Phone Tough Skin Case E140 Silver,"Contoso, Ltd",Silver,Contoso,2009-07-16 00:00:00,Jul,15,356,1,15
Contoso Phone Tough Skin Case E140 Silver,"Contoso, Ltd",Silver,Contoso,2009-08-21 00:00:00,Aug,15,356,1,15
Contoso Phone Tough Skin Case E140 Silver,"Contoso, Ltd",Silver,Contoso,2009-10-22 00:00:00,Oct,14,332,1,8
Contoso Phone Tough Skin Case E140 Silver,"Contoso, Ltd",Silver,Contoso,2009-10-22 00:00:00,Nov,,,,6
Contoso Phone Tough Skin Case E140 Silver,"Contoso, Ltd",Silver,Contoso,2009-11-29 00:00:00,Nov,14,332,1,
Contoso Phone Tough Skin Case E140 Silver,"Contoso, Ltd",Silver,Contoso,2009-11-29 00:00:00,Dec,,,,14
Contoso Phone Tough Skin Case E140 White,"Contoso, Ltd",White,Contoso,2009-06-24 00:00:00,Jun,13,308,1,2
Contoso Phone Tough Skin Case E140 White,"Contoso, Ltd",White,Contoso,2009-06-24 00:00:00,Jul,,,,11
Contoso Phone Tough Skin Case E140 White,"Contoso, Ltd",White,Contoso,2009-08-30 00:00:00,Aug,13,308,1,
Contoso Phone Tough Skin Case E140 White,"Contoso, Ltd",White,Contoso,2009-08-30 00:00:00,Sep,,,,13
Contoso Phone Tough Skin Case E140 White,"Contoso, Ltd",White,Contoso,2009-10-27 00:00:00,Oct,14,332,1,
Contoso Phone Tough Skin Case E140 White,"Contoso, Ltd",White,Contoso,2009-10-27 00:00:00,Nov,,,,14
Contoso Phone Tough Skin Case E140 White,"Contoso, Ltd",White,Contoso,2009-11-20 00:00:00,Nov,14,332,1,14
Contoso Phone with 13-Number Memory (210) M301 Black,"Contoso, Ltd",Black,Contoso,2007-08-14 00:00:00,Aug,11,187,1,11
Contoso Phone with 13-Number Memory (210) M301 White,"Contoso, Ltd",White,Contoso,2007-09-06 00:00:00,Sep,5,85,1,5
Contoso Phone with Memory Dialing-2 lines E90 Black,"Contoso, Ltd",Black,Contoso,2009-11-02 00:00:00,Nov,14,224,1,14
Contoso Phone with Memory Dialing-2 lines E90 Grey,"Contoso, Ltd",Grey,Contoso,2008-12-14 00:00:00,Dec,6,96,1,6
Contoso Phone with Memory Dialing-2 lines E90 Grey,"Contoso, Ltd",Grey,Contoso,2009-06-13 00:00:00,Jun,6,96,1,6
Contoso Phone with Memory Dialing-single line E88 Grey,"Contoso, Ltd",Grey,Contoso,2007-10-10 00:00:00,Oct,7,99,1,7
Contoso Phone with Memory Dialing-single line E88 Grey,"Contoso, Ltd",Grey,Contoso,2008-12-06 00:00:00,Dec,15,213,1,15
Contoso Phone with Memory Dialing-single line E88 White,"Contoso, Ltd",White,Contoso,2007-01-05 00:00:00,Jan,1,14,1,1
Contoso Phone with Memory Dialing-single line E88 White,"Contoso, Ltd",White,Contoso,2007-11-05 00:00:00,Nov,1,14,1,1
Contoso Phone with Memory Dialing-single line E88 White,"Contoso, Ltd",White,Contoso,2008-06-23 00:00:00,Jun,12,170,1,2
Contoso Phone with Memory Dialing-single line E88 White,"Contoso, Ltd",White,Contoso,2008-06-23 00:00:00,Jul,,,,10
Contoso Power Inverter - DC to AC power inverter E900 Black,"Contoso, Ltd",Black,Contoso,2008-02-01 00:00:00,Feb,11,105,1,11
Contoso Power Inverter - DC to AC power inverter E900 Grey,"Contoso, Ltd",Grey,Contoso,2007-09-02 00:00:00,Sep,9,86,1,9
Contoso Power Inverter - DC to AC power inverter E900 White,"Contoso, Ltd",White,Contoso,2009-01-13 00:00:00,Jan,12,114,1,12
Contoso Private Automatic Branch Exchange M65 Grey,"Contoso, Ltd",Grey,Contoso,2008-03-30 00:00:00,Mar,12,468,1,
Contoso Private Automatic Branch Exchange M65 Grey,"Contoso, Ltd",Grey,Contoso,2008-03-30 00:00:00,Apr,,,,12
Contoso Private Automatic Branch Exchange M65 Grey,"Contoso, Ltd",Grey,Contoso,2009-05-06 00:00:00,May,13,507,1,13
Contoso Private Automatic Branch Exchange M65 Grey,"Contoso, Ltd",Grey,Contoso,2009-10-09 00:00:00,Oct,7,273,1,7
Contoso Private Automatic Branch Exchange M65 White,"Contoso, Ltd",White,Contoso,2007-01-30 00:00:00,Feb,,,,7
Contoso Private Automatic Branch Exchange M65 White,"Contoso, Ltd",White,Contoso,2007-01-30 00:00:00,Jan,7,273,1,
Contoso Private Automatic Branch Exchange M65 White,"Contoso, Ltd",White,Contoso,2008-01-29 00:00:00,Feb,,,,1
Contoso Private Automatic Branch Exchange M65 White,"Contoso, Ltd",White,Contoso,2008-01-29 00:00:00,Jan,1,39,1,
Contoso Private Branch Exchange M88 Black,"Contoso, Ltd",Black,Contoso,2008-03-10 00:00:00,Mar,6,198,1,6
Contoso Private Branch Exchange M88 White,"Contoso, Ltd",White,Contoso,2008-08-27 00:00:00,Aug,11,363,1,
Contoso Private Branch Exchange M88 White,"Contoso, Ltd",White,Contoso,2008-08-27 00:00:00,Sep,,,,11
Contoso Private Branch Exchange M88 White,"Contoso, Ltd",White,Contoso,2008-11-07 00:00:00,Nov,13,429,1,13
Contoso Projector 1080p X980 Silver,"Contoso, Ltd",Silver,Contoso,2008-11-04 00:00:00,Nov,4,9180,1,4
Contoso Projector 1080p X980 White,"Contoso, Ltd",White,Contoso,2007-04-14 00:00:00,Apr,3,6885,1,3
Contoso Projector 1080p X980 White,"Contoso, Ltd",White,Contoso,2007-07-31 00:00:00,Jul,10,22950,1,
Contoso Projector 1080p X980 White,"Contoso, Ltd",White,Contoso,2007-07-31 00:00:00,Aug,,,,10
Contoso Projector 1080p X980 White,"Contoso, Ltd",White,Contoso,2008-11-07 00:00:00,Nov,1,2295,1,1
Contoso Projector 480p M480 Black,"Contoso, Ltd",Black,Contoso,2007-01-09 00:00:00,Jan,3,687,3,3
Contoso Projector 480p M480 Silver,"Contoso, Ltd",Silver,Contoso,2008-02-14 00:00:00,Feb,5,1145,1,5
Contoso Projector 480p M480 White,"Contoso, Ltd",White,Contoso,2008-09-10 00:00:00,Sep,1,229,1,1
Contoso Projector 480p M481 Black,"Contoso, Ltd",Black,Contoso,2008-04-15 00:00:00,Apr,3,1497,1,3
Contoso Projector 480p M481 Silver,"Contoso, Ltd",Silver,Contoso,2007-07-16 00:00:00,Jul,8,3992,1,8
Contoso Projector 480p M481 Silver,"Contoso, Ltd",Silver,Contoso,2008-12-28 00:00:00,Dec,14,6986,1,
Contoso Projector 480p M481 Silver,"Contoso, Ltd",Silver,Contoso,2008-12-28 00:00:00,Jan,,,,14
Contoso Projector 480p M481 Silver,"Contoso, Ltd",Silver,Contoso,2009-10-07 00:00:00,Oct,6,2994,1,6
Contoso Projector 720p M620 Black,"Contoso, Ltd",Black,Contoso,2007-09-01 00:00:00,Sep,8,5592,1,8
Contoso Projector 720p M621 Black,"Contoso, Ltd",Black,Contoso,2009-06-23 00:00:00,Jun,3,2997,1,
Contoso Projector 720p M621 Black,"Contoso, Ltd",Black,Contoso,2009-06-23 00:00:00,Jul,,,,3
Contoso Rechargeable Battery E100 Black,"Contoso, Ltd",Black,Contoso,2007-10-12 00:00:00,Oct,4,52,1,4
Contoso Rechargeable Battery E100 Black,"Contoso, Ltd",Black,Contoso,2008-05-18 00:00:00,May,10,130,1,10
Contoso Rechargeable Battery E100 Grey,"Contoso, Ltd",Grey,Contoso,2008-08-16 00:00:00,Aug,4,52,1,4
Contoso Rechargeable Battery Pack E310 White,"Contoso, Ltd",White,Contoso,2009-11-09 00:00:00,Nov,10,700,1,10
Contoso Rechargeable Li-Ion Battery Pack E300 Black,"Contoso, Ltd",Black,Contoso,2008-11-25 00:00:00,Nov,2,100,1,
Contoso Rechargeable Li-Ion Battery Pack E300 Black,"Contoso, Ltd",Black,Contoso,2008-11-25 00:00:00,Dec,,,,2
Contoso Rechargeable Li-Ion Battery Pack E300 White,"Contoso, Ltd",White,Contoso,2007-04-27 00:00:00,Apr,7,350,6,
Contoso Rechargeable Li-Ion Battery Pack E300 White,"Contoso, Ltd",White,Contoso,2007-04-27 00:00:00,May,,,,7
